时间,燃,弹,钢,铝,高速建造,高速修复,资材,螺丝
2016/12/08 12:01:05,200085,181594,274827,182983,1602,1528,1865,18
2016/12/08 11:39:02,199453,180985,274713,182949,1601,1528,1865,18
2016/12/08 00:11:57,199473,180885,274683,182949,1601,1527,1865,18
2016/12/07 23:00:47,199200,180447,274614,182915,1601,1526,1865,18
2016/12/07 22:24:50,198182,179082,273995,182631,1601,1526,1864,18
2016/12/07 18:00:01,198202,179082,273995,182631,1601,1526,1864,18
2016/12/07 17:16:13,197422,178125,273872,182567,1601,1524,1864,18
2016/12/07 14:10:47,196100,177776,273463,182133,1601,1523,1862,17
2016/12/07 13:22:30,196126,177682,273433,182133,1601,1523,1862,17
2016/12/07 12:19:40,195740,177013,273179,181949,1601,1520,1860,17
2016/12/07 11:05:48,194817,176758,272497,181715,1600,1519,1857,16
2016/12/07 00:12:34,194917,176099,272002,181715,1600,1518,1857,16
2016/12/06 23:00:11,194937,175999,271972,181715,1600,1518,1857,16
2016/12/06 22:01:15,194871,175847,271662,181531,1600,1517,1855,16
2016/12/06 21:02:34,194707,174759,271098,181497,1600,1517,1855,16
2016/12/06 20:23:14,194577,174359,270768,181347,1600,1517,1855,16
2016/12/06 19:12:38,194329,173826,270674,181313,1600,1515,1855,16
2016/12/06 18:34:54,194049,173226,270144,181013,1600,1515,1852,16
2016/12/06 17:48:48,193299,172399,270080,180979,1600,1515,1852,16
2016/12/06 16:02:34,193041,171854,269986,180945,1600,1514,1852,16
2016/12/06 15:28:36,192589,171372,269956,180945,1600,1513,1852,16
2016/12/06 14:01:24,192211,170827,269792,180811,1600,1513,1851,16
2016/12/06 13:00:56,192203,170687,269695,180761,1600,1510,1849,16
2016/12/06 12:48:31,192203,170077,269116,180727,1599,1510,1849,16
2016/12/06 00:19:04,191479,169830,269052,180693,1599,1507,1849,15
2016/12/05 23:01:35,191080,169052,269061,180193,1599,1508,1847,15
2016/12/05 22:02:19,190847,168561,268701,180043,1599,1506,1847,15
2016/12/05 21:00:03,190589,168016,268607,180009,1599,1505,1847,15
2016/12/05 20:20:27,190405,167032,268078,179975,1599,1505,1847,15
2016/12/05 16:03:53,190345,166932,268048,179975,1599,1505,1847,15
2016/12/05 15:02:55,189817,165930,266939,179641,1599,1502,1843,15
2016/12/05 12:00:10,189833,165952,266929,179641,1599,1502,1843,15
2016/12/05 11:05:10,189266,165379,266703,179557,1598,1500,1841,15
2016/12/05 00:12:18,188814,164893,266673,179557,1598,1499,1841,15
2016/12/04 23:06:10,189971,165379,267978,180098,1598,1509,1841,15
2016/12/04 22:00:47,190257,165154,267950,180163,1598,1512,1841,15
2016/12/04 21:01:08,191115,165184,268855,180812,1598,1516,1841,15
2016/12/04 20:04:19,190765,164568,268468,180628,1598,1514,1839,15
2016/12/04 19:05:52,191806,164959,268985,180843,1598,1516,1837,15
2016/12/04 18:16:05,191363,164560,268885,180743,1598,1516,1836,15
2016/12/04 13:00:27,191018,164115,268821,180709,1598,1515,1836,15
2016/12/04 12:07:23,191194,164268,268711,180709,1597,1515,1836,15
2016/12/04 11:37:04,190450,163445,268647,180675,1597,1514,1836,15
2016/12/04 01:16:52,190220,163471,268773,180593,1597,1511,1835,15
2016/12/04 00:22:41,189802,162738,268409,180409,1597,1511,1835,15
2016/12/03 23:04:53,189092,161831,268315,180375,1597,1510,1835,15
2016/12/03 19:03:46,189112,161731,268285,180375,1597,1510,1835,15
2016/12/03 18:12:27,189132,161631,268255,180375,1597,1509,1835,15
2016/12/03 17:01:16,189180,161543,268259,180375,1597,1509,1835,15
2016/12/03 16:19:46,188350,160512,268065,180241,1597,1508,1834,15
2016/12/03 14:01:40,189773,161301,268575,180552,1597,1512,1833,15
2016/12/03 13:26:52,189477,160900,268402,180517,1596,1512,1831,15
2016/12/03 01:53:13,189597,160382,269500,180568,1596,1514,1831,15
2016/12/02 23:00:40,189781,160030,269730,180729,1596,1515,1831,15
2016/12/02 22:27:38,190394,160360,269670,181089,1596,1514,1831,15
2016/12/02 21:42:28,189644,159529,269606,181055,1596,1514,1831,15
2016/12/02 19:02:44,191813,160691,270509,182000,1596,1523,1831,15
2016/12/02 18:05:23,192317,160557,270412,182191,1595,1526,1830,15
2016/12/02 17:06:09,195483,162498,271773,183964,1595,1536,1830,15
2016/12/02 16:06:40,198100,163568,274364,186552,1595,1541,1830,15
2016/12/02 15:12:24,197661,162410,274381,186068,1595,1539,1827,15
2016/12/02 14:06:21,197604,162119,274217,186018,1595,1536,1825,15
2016/12/02 13:31:39,197072,161748,274103,185984,1594,1536,1825,15
2016/12/02 00:00:54,197885,162092,274862,186140,1594,1537,1825,15
2016/12/01 23:07:04,200597,163270,277177,186335,1593,1544,1824,15
2016/12/01 22:31:17,203115,163786,281162,186821,1593,1550,1824,15
2016/12/01 20:12:19,204469,164171,283271,187181,1593,1554,1824,15
2016/12/01 19:58:41,204124,163726,283207,187147,1593,1554,1824,15
2016/12/01 17:06:46,205202,164529,283759,187547,1593,1556,1824,15
2016/12/01 16:00:00,205482,163864,283207,187457,1592,1560,1816,15
2016/12/01 15:04:39,206196,164711,282497,187204,1592,1557,1811,15
2016/12/01 14:42:05,205641,164230,282383,187170,1591,1557,1811,15
2016/12/01 00:06:04,206178,164314,283278,187170,1591,1557,1811,15
2016/11/30 23:19:40,204335,164378,283281,186870,1591,1560,1811,15
2016/11/30 22:22:09,203605,163451,283187,186836,1591,1559,1811,15
2016/11/30 21:28:54,203110,163392,282757,186836,1591,1559,1808,15
2016/11/30 20:02:09,202633,163057,282493,186752,1591,1558,1807,15
2016/11/30 19:13:20,201970,161555,281484,186268,1591,1555,1807,15
2016/11/30 18:00:50,201821,162224,281830,185828,1590,1552,1804,14
2016/11/30 17:39:46,201543,161779,281766,185794,1590,1551,1804,14
2016/11/30 16:03:39,201273,161033,281229,185394,1590,1551,1802,13
2016/11/30 15:06:08,200921,160396,281035,185260,1590,1550,1801,13
2016/11/30 14:00:36,200645,161251,281091,185110,1587,1549,1797,13
2016/11/30 13:51:54,200507,160379,280557,185076,1587,1548,1797,13
2016/11/30 00:02:47,200320,160903,281383,184786,1587,1547,1805,17
2016/11/29 23:07:01,199378,160891,281374,184712,1586,1545,1806,17
2016/11/29 22:00:24,198423,160892,281075,184482,1585,1541,1806,16
2016/11/29 21:13:10,198174,160539,281026,184459,1585,1541,1806,16
2016/11/29 20:02:42,197777,159152,280177,183779,1585,1539,1804,16
2016/11/29 19:09:43,197169,158133,279596,183445,1585,1539,1801,16
2016/11/29 18:00:10,196784,157679,279332,183361,1585,1538,1800,16
2016/11/29 17:56:51,196884,157020,278837,183361,1585,1538,1800,16
2016/11/29 16:02:49,196382,156361,278454,183127,1585,1537,1798,16
2016/11/29 15:05:53,196529,156439,278345,183077,1585,1536,1796,16
2016/11/29 14:58:52,196676,156535,278345,183077,1585,1536,1796,16
2016/11/29 00:09:03,195504,155969,277822,183009,1584,1536,1796,16
2016/11/28 23:02:15,195524,155997,277803,183009,1584,1536,1796,16
2016/11/28 22:04:23,194966,155152,277409,182825,1584,1536,1796,16
2016/11/28 21:00:12,195092,154524,276892,182825,1584,1535,1796,16
2016/11/28 20:01:10,195099,154064,276686,183101,1584,1533,1796,16
2016/11/28 19:03:33,194417,153224,276326,182901,1584,1531,1794,16
2016/11/28 18:05:24,194155,152801,276252,182867,1584,1530,1794,16
2016/11/28 17:01:25,194151,152543,276052,182802,1584,1528,1793,16
2016/11/28 16:34:23,194106,152450,276047,182752,1584,1528,1791,16
2016/11/28 15:08:40,194290,152663,276047,182752,1584,1528,1791,16
2016/11/28 14:49:19,193758,152265,275933,182718,1583,1527,1791,16
2016/11/28 00:02:29,193747,152195,275903,182718,1583,1527,1791,16
2016/11/27 23:31:06,193617,151795,275573,182568,1583,1527,1791,16
2016/11/27 22:43:50,192870,151060,275539,182534,1583,1527,1791,16
2016/11/27 21:04:03,192772,150862,275479,182534,1583,1527,1791,16
2016/11/27 20:01:21,192497,150417,275415,182500,1583,1526,1791,16
2016/11/27 19:01:57,190998,150514,275345,182049,1582,1521,1788,16
2016/11/27 18:13:30,191035,150525,275186,181965,1582,1518,1787,16
2016/11/27 17:06:13,190812,150299,274848,181765,1582,1518,1785,16
2016/11/27 16:02:25,190817,150306,274843,181765,1582,1518,1785,16
2016/11/27 15:17:17,190878,150128,274766,181765,1582,1517,1785,16
2016/11/27 14:07:31,190826,149962,274677,181715,1582,1516,1783,16
2016/11/27 13:23:03,191089,150303,274597,181715,1581,1516,1783,16
2016/11/27 01:01:51,194541,151782,277597,182665,1581,1524,1783,6
2016/11/27 00:00:04,196008,153603,277865,183270,1580,1525,1780,4
2016/11/26 23:02:14,199485,155111,279651,184861,1579,1531,1778,4
2016/11/26 22:04:40,201474,158481,282332,185596,1579,1532,1791,9
2016/11/26 21:00:47,201889,158674,282639,185594,1579,1536,1791,9
2016/11/26 20:03:59,202505,159093,282520,185729,1579,1534,1791,9
2016/11/26 19:08:12,206956,161696,285291,187541,1579,1543,1791,9
2016/11/26 18:00:12,214068,165897,289412,192127,1579,1561,1791,9
2016/11/26 17:01:37,214361,166212,289451,192152,1579,1562,1791,9
2016/11/26 16:00:51,214361,166232,289228,192117,1579,1562,1790,9
2016/11/26 15:00:15,214494,166438,289195,192117,1579,1562,1790,9
2016/11/26 14:05:00,214753,166652,289111,192192,1579,1561,1788,9
2016/11/26 13:33:12,214316,167181,288716,192192,1578,1561,1788,9
2016/11/26 02:04:07,214316,167181,288716,192192,1578,1561,1788,9
2016/11/26 01:13:04,217501,168616,289912,193753,1578,1573,1786,9
2016/11/26 00:47:38,217263,168681,289588,193943,1578,1574,1786,9
2016/11/25 20:06:44,217298,168600,289553,193943,1578,1573,1786,9
2016/11/25 19:14:38,217086,168108,288914,193493,1578,1572,1782,9
2016/11/25 18:00:30,219023,169328,289456,195038,1578,1577,1786,11
2016/11/25 17:01:11,221843,172816,291032,197204,1578,1587,1785,11
2016/11/25 16:03:27,222104,172956,291030,197340,1578,1590,1785,11
2016/11/25 15:00:04,222288,173254,290982,197340,1578,1590,1785,11
2016/11/25 14:49:29,221704,173430,290637,197340,1578,1590,1785,11
2016/11/25 11:00:27,221805,173527,290618,197360,1578,1590,1785,11
2016/11/25 10:01:33,221820,173595,290303,197285,1577,1589,1782,11
2016/11/25 09:45:35,221535,173910,290073,198123,1577,1589,1782,11
2016/11/25 01:05:34,221535,173910,290073,198123,1577,1589,1782,11
2016/11/25 00:00:01,221707,173951,290073,198253,1577,1589,1782,11
2016/11/24 23:09:16,223798,174665,290317,199540,1577,1590,1782,11
2016/11/24 22:04:34,226957,176455,291935,201750,1577,1601,1782,11
2016/11/24 21:01:47,229984,178174,292496,205470,1577,1606,1782,11
2016/11/24 20:04:02,231643,178776,293196,206801,1577,1618,1782,11
2016/11/24 19:09:14,234221,180022,294518,208486,1577,1627,1781,11
2016/11/24 18:00:45,234483,180088,294414,209087,1577,1626,1781,11
2016/11/24 17:00:00,235742,180914,295682,209311,1577,1630,1781,11
2016/11/24 16:00:41,235560,181206,295449,209324,1577,1631,1781,11
2016/11/24 15:03:41,235707,181361,295435,209364,1577,1631,1781,11
2016/11/24 14:04:29,235850,181496,295420,209414,1577,1631,1781,11
2016/11/24 13:03:14,235912,182407,294823,209154,1576,1632,1776,10
2016/11/24 00:00:55,236806,183320,295133,209363,1576,1636,1776,10
2016/11/23 23:00:54,237712,184464,295124,209503,1576,1638,1776,10
2016/11/23 22:02:59,238034,185483,294889,209691,1576,1640,1776,10
2016/11/23 21:00:15,239479,186556,296097,209891,1576,1645,1776,10
2016/11/23 20:02:52,240438,187576,296378,210106,1576,1649,1776,10
2016/11/23 19:06:55,242745,189479,298109,210498,1576,1655,1776,10
2016/11/23 18:01:57,243686,191195,298445,210738,1576,1661,1775,10
2016/11/23 17:01:49,244911,192500,298560,210878,1576,1662,1775,10
2016/11/23 16:01:09,244744,192345,298286,210738,1576,1661,1772,10
2016/11/23 15:34:23,244989,192595,298286,210688,1576,1661,1771,10
2016/11/23 13:00:35,245030,192637,298286,210688,1576,1661,1771,10
2016/11/23 12:32:28,244554,193172,297891,210688,1575,1661,1771,10
2016/11/23 00:20:24,243402,193164,297446,210188,1575,1661,1768,9
2016/11/22 20:11:49,244224,194529,297543,210188,1575,1668,1768,9
2016/11/22 19:16:12,244642,196044,297369,210250,1575,1672,1768,9
2016/11/22 18:37:35,244642,196039,297359,210250,1575,1672,1768,9
2016/11/22 17:07:09,244804,196190,297218,210320,1575,1672,1768,9
2016/11/22 16:03:00,246207,199399,297251,210525,1575,1682,1768,9
2016/11/22 15:00:06,246136,199339,296933,210407,1575,1681,1766,9
2016/11/22 14:02:58,246396,199757,296873,210407,1574,1681,1765,9
2016/11/22 13:40:48,245975,199931,296518,210407,1574,1681,1765,9
2016/11/22 00:00:10,247405,202242,296664,210622,1574,1688,1765,9
2016/11/21 23:00:01,247584,202279,296574,210697,1574,1687,1765,9
2016/11/21 22:00:09,247942,203161,296698,210997,1574,1696,1764,2
2016/11/21 21:00:50,249181,204239,297115,211327,1574,1702,1764,2
2016/11/21 20:00:09,250413,205321,297537,211827,1572,1713,1762,2
2016/11/21 19:00:10,250023,205756,297149,211902,1572,1713,1762,2
2016/11/21 18:01:45,251262,206832,297661,212581,1572,1717,1762,2
2016/11/21 17:17:42,252905,208435,298021,213532,1572,1725,1762,2
2016/11/21 16:01:10,253491,209565,298056,213954,1572,1737,1762,2
2016/11/21 15:00:21,254908,210456,299294,214412,1572,1759,1762,2
2016/11/21 14:01:09,255096,210467,298922,214955,1572,1761,1760,2
2016/11/21 13:36:52,254185,210511,298522,214960,1571,1761,1759,2
2016/11/21 00:02:22,254320,210534,298473,214995,1571,1761,1759,2
2016/11/20 23:18:07,253914,210198,298385,215055,1571,1761,1759,2
2016/11/20 22:07:10,255770,211845,298916,216120,1571,1766,1759,2
2016/11/20 21:07:33,257552,214235,299173,216921,1571,1776,1759,2
2016/11/20 20:03:01,258899,214519,299431,218565,1571,1779,1763,4
2016/11/20 19:00:05,261207,215706,300000,219517,1571,1788,1763,4
2016/11/20 18:36:03,260383,215496,299741,219317,1571,1789,1762,4
2016/11/20 14:05:31,261276,216050,299683,219798,1571,1789,1762,4
2016/11/20 13:02:51,263316,217280,299547,220853,1571,1790,1762,4
2016/11/20 12:00:07,264541,218174,298852,221860,1570,1793,1762,4
2016/11/20 11:00:03,264386,219052,300000,223184,1568,1796,1760,4
2016/11/20 10:01:24,264775,219089,300000,222935,1568,1798,1758,4
2016/11/20 09:06:56,264148,219016,300000,222711,1567,1796,1756,4
2016/11/20 01:03:37,263466,218954,300000,222661,1566,1795,1755,4
2016/11/20 00:10:35,262864,218168,300000,222511,1566,1795,1755,4
2016/11/19 23:45:41,262884,218068,300000,222511,1566,1795,1755,4
2016/11/19 22:00:08,262232,218156,300000,222511,1566,1795,1755,4
2016/11/19 21:10:43,261814,217592,300000,222511,1566,1795,1755,4
2016/11/19 20:02:46,261286,216818,299126,222171,1564,1788,1751,4
2016/11/19 19:22:14,260319,217610,300000,221931,1564,1785,1751,4
2016/11/19 01:19:48,258029,216759,299987,221781,1563,1783,1749,4
2016/11/18 10:40:36,257178,216779,299804,221781,1562,1783,1749,4
2016/11/18 01:57:13,256074,216385,299429,221781,1562,1782,1749,4
2016/11/18 00:19:38,256468,216340,300000,221801,1562,1782,1749,4
2016/11/17 23:24:50,256016,215862,300000,221801,1562,1781,1749,4
2016/11/17 22:03:34,255384,215850,300000,221801,1562,1781,1749,4
2016/11/17 21:04:06,255384,215850,300000,221801,1562,1781,1749,4
2016/11/17 20:16:00,254952,215272,300000,221801,1562,1781,1749,4
2016/11/17 19:04:02,254275,214970,300000,221651,1562,1779,1749,4
2016/11/17 18:00:48,254022,214613,300000,221651,1562,1778,1749,4
2016/11/17 17:00:12,254056,214519,300000,221651,1562,1778,1749,4
2016/11/17 16:03:10,253019,213988,299445,221451,1560,1776,1746,4
2016/11/17 15:04:11,252693,214320,300000,222051,1560,1770,1753,1
2016/11/17 14:10:54,252713,214220,300000,222051,1560,1770,1753,1
2016/11/17 13:06:55,251814,214165,300000,222001,1559,1768,1751,1
2016/11/17 00:23:18,251362,213675,300000,222001,1559,1768,1751,1
2016/11/16 23:05:28,251402,213475,300000,222001,1559,1768,1751,1
2016/11/16 22:03:16,250298,213077,300000,222001,1559,1767,1751,1
2016/11/16 21:13:36,250338,212877,300000,222001,1559,1767,1751,1
2016/11/16 20:00:21,250378,212677,300000,222001,1559,1767,1751,1
2016/11/16 19:09:01,249144,211879,299378,221851,1559,1767,1751,1
2016/11/16 18:05:23,249164,211779,299348,221851,1559,1766,1751,1
2016/11/16 17:00:37,248624,211838,298923,221801,1558,1765,1750,1
2016/11/16 16:59:19,248072,211273,298893,221801,1558,1765,1750,1
2016/11/16 15:01:59,248347,211502,298831,221751,1558,1765,1749,1
2016/11/16 14:11:31,248241,212486,299979,221551,1558,1759,1770,6
2016/11/16 13:15:02,247153,212112,300000,221351,1557,1759,1768,5
2016/11/16 00:31:33,246701,211622,300000,221351,1557,1759,1768,5
2016/11/15 23:02:49,245669,211614,300000,220951,1557,1759,1766,4
2016/11/15 22:23:09,245689,211514,300000,220951,1557,1758,1766,4
2016/11/15 21:18:29,245107,210624,300000,220801,1557,1757,1766,4
2016/11/15 20:00:37,244495,210410,299619,220601,1557,1755,1764,3
2016/11/15 19:02:57,242946,210407,300000,219891,1557,1751,1763,3
2016/11/15 18:02:20,242899,210343,300000,219891,1557,1749,1763,3
2016/11/15 17:04:40,241283,209549,300000,219391,1557,1746,1757,3
2016/11/15 11:01:38,241186,209334,300000,219291,1557,1745,1756,3
2016/11/15 10:18:01,240155,208974,300000,219241,1556,1743,1754,3
2016/11/15 00:14:27,239879,208584,299733,219021,1555,1741,1752,3
2016/11/14 23:06:41,238795,208090,299328,219021,1555,1741,1752,3
2016/11/14 22:02:26,238835,207890,299268,219021,1555,1740,1752,3
2016/11/14 21:01:35,238397,207998,299875,219011,1555,1740,1754,3
2016/11/14 20:01:18,237477,207683,299900,218761,1554,1736,1752,3
2016/11/14 19:10:03,237497,207583,299870,218761,1554,1736,1752,3
2016/11/14 18:12:23,237065,207001,299810,218761,1554,1736,1752,3
2016/11/14 17:03:46,236303,206893,299405,218761,1554,1736,1752,3
2016/11/14 16:00:03,236021,206553,299245,218611,1554,1735,1750,3
2016/11/14 14:11:58,235157,206408,298790,218611,1553,1735,1750,3
2016/11/14 00:00:19,235021,206091,298579,218391,1552,1733,1749,4
2016/11/13 23:17:36,234316,206301,299105,218259,1552,1730,1751,4
2016/11/13 22:04:42,233585,206204,298649,218218,1552,1726,1751,4
2016/11/13 21:14:05,233157,205459,298285,218034,1552,1725,1751,4
2016/11/13 20:11:22,233197,205259,298225,218034,1552,1724,1751,4
2016/11/13 18:20:43,232093,204869,297850,218034,1552,1723,1751,4
2016/11/13 16:08:59,232126,204769,297846,218034,1552,1723,1751,4
2016/11/13 15:16:35,231764,205102,297471,217984,1552,1722,1750,4
2016/11/13 14:34:57,231312,204620,297441,217984,1552,1722,1750,4
2016/11/13 13:01:49,231336,205574,297781,217884,1552,1720,1749,4
2016/11/13 12:12:53,230388,205433,297326,217884,1551,1719,1749,4
2016/11/13 01:08:18,229709,205433,296951,217884,1551,1718,1749,4
2016/11/13 00:05:22,229699,205183,296841,217834,1550,1718,1748,4
2016/11/12 23:02:45,229247,204697,296811,217834,1550,1717,1748,4
2016/11/12 22:21:10,229367,203938,296286,217834,1550,1716,1748,4
2016/11/12 21:01:19,229415,203746,296236,217834,1550,1715,1748,4
2016/11/12 20:00:33,228989,203274,296109,217787,1550,1714,1748,4
2016/11/12 19:16:54,228943,202988,296015,217713,1550,1713,1747,4
2016/11/12 18:10:33,228954,202004,295203,217563,1550,1713,1747,4
2016/11/12 17:01:06,228097,201594,294809,217299,1549,1710,1747,4
2016/11/12 16:07:55,227566,200574,294163,217232,1549,1706,1747,4
2016/11/12 14:00:40,226768,199494,293399,216897,1549,1703,1741,4
2016/11/12 13:07:38,226522,199761,294020,216777,1548,1698,1751,9
2016/11/12 01:00:07,226628,199118,293525,216777,1548,1697,1751,9
2016/11/12 00:00:39,225426,198977,293166,216747,1548,1694,1746,6
2016/11/11 23:48:27,225062,198291,292724,216549,1548,1694,1746,6
2016/11/11 22:11:37,224212,197125,291882,216214,1546,1691,1746,6
2016/11/11 21:01:26,224129,196866,291741,216210,1546,1690,1746,6
2016/11/11 20:07:38,223604,197338,292268,216036,1545,1686,1746,6
2016/11/11 19:25:31,223534,196388,291609,215852,1545,1686,1744,6
2016/11/11 14:00:02,223363,196096,291233,215701,1545,1684,1741,6
2016/11/11 13:26:46,223343,195487,290654,215667,1544,1683,1741,6
2016/11/11 01:00:10,223115,194451,290091,215673,1544,1682,1741,6
2016/11/11 00:04:41,223064,194335,289626,215554,1542,1681,1739,6
2016/11/10 23:13:06,223084,194235,289596,215554,1542,1680,1739,6
2016/11/10 22:33:02,223084,194235,289596,215554,1542,1680,1739,6
2016/11/10 21:01:15,222849,193271,289060,215520,1542,1679,1739,6
2016/11/10 20:06:05,221921,192057,287839,214886,1541,1675,1736,6
2016/11/10 19:00:06,222065,192048,287750,214886,1541,1674,1736,6
2016/11/10 18:46:32,222460,191879,287285,214836,1541,1674,1735,6
2016/11/10 17:49:26,222115,191434,287221,214802,1541,1674,1735,6
2016/11/10 12:03:37,222259,190698,286663,214802,1541,1673,1735,6
2016/11/10 11:00:31,221952,190121,286432,214668,1541,1672,1734,6
2016/11/10 10:03:49,221608,189874,286188,214134,1540,1668,1734,6
2016/11/09 20:32:16,221628,189774,286158,214134,1540,1668,1734,6
2016/11/09 19:01:25,221148,189590,286116,214050,1540,1664,1733,5
2016/11/09 18:24:56,220314,188379,284857,213866,1540,1662,1730,5
2016/11/09 17:07:48,220354,188179,284797,213866,1540,1661,1730,5
2016/11/09 16:35:45,220076,187734,284733,213832,1540,1660,1730,5
2016/11/09 15:03:50,220130,186684,284215,213332,1540,1660,1728,5
2016/11/09 14:01:14,219231,186841,284436,212958,1539,1656,1725,5
2016/11/09 13:03:31,219249,186763,284116,212758,1538,1654,1723,4
2016/11/09 12:45:47,219093,185797,283587,212724,1538,1654,1723,4
2016/11/09 00:12:29,218790,185132,283058,212240,1538,1653,1720,3
2016/11/08 21:11:48,218512,184687,282994,212206,1538,1652,1720,3
2016/11/08 20:10:23,218332,183424,281969,211906,1538,1651,1717,3
2016/11/08 19:40:11,217904,182679,281605,211722,1538,1651,1717,3
2016/11/08 17:20:54,217726,181567,281046,211688,1538,1650,1717,3
2016/11/08 16:14:31,217766,181367,280986,211688,1538,1648,1717,3
2016/11/08 15:02:31,217588,180255,280427,211654,1538,1648,1717,3
2016/11/08 14:00:07,217555,180055,280297,211554,1538,1648,1716,3
2016/11/08 13:01:27,217250,179610,280233,211520,1538,1647,1716,3
2016/11/08 12:19:42,217276,178937,279624,211486,1537,1646,1716,3
2016/11/07 20:38:39,217078,177925,279095,211452,1537,1645,1716,3
2016/11/07 18:06:29,217006,177842,279065,211452,1537,1644,1716,3
2016/11/07 17:00:30,216473,177151,278566,211268,1537,1643,1714,3
2016/11/07 16:01:10,216293,176162,277899,211084,1537,1641,1712,3
2016/11/07 14:00:08,216293,176162,277899,211084,1537,1641,1712,3
2016/11/07 13:05:11,216258,175438,277230,211000,1536,1638,1710,3
2016/11/07 00:01:09,216422,174713,276667,211000,1536,1638,1710,3
2016/11/06 23:30:01,216204,174332,276534,210964,1536,1638,1710,3
2016/11/06 21:20:51,215918,173288,275667,210873,1536,1636,1709,3
2016/11/06 20:00:02,216881,174494,275907,210925,1536,1636,1709,3
2016/11/06 19:02:24,217216,174703,275875,210936,1536,1636,1709,3
2016/11/06 18:01:14,217574,174168,274967,210762,1535,1635,1708,3
2016/11/06 17:06:10,219050,175417,274934,212291,1535,1632,1732,19
2016/11/06 16:57:48,218775,174972,274870,212257,1535,1632,1732,19
2016/11/06 15:00:25,219019,174601,273902,212027,1534,1631,1730,19
2016/11/06 14:00:50,218748,174052,273654,211893,1534,1631,1729,19
2016/11/06 13:24:07,219150,177304,276556,212823,1532,1627,1752,19
2016/11/06 12:40:35,218952,176296,276027,212789,1532,1627,1752,19
2016/11/06 01:01:23,217412,175670,274420,209553,1531,1624,1752,14
2016/11/06 00:00:48,216513,174919,274750,209259,1531,1626,1751,14
2016/11/05 23:02:17,216580,174903,274225,210385,1530,1625,1759,19
2016/11/05 22:00:59,217572,175019,274340,209905,1529,1626,1759,17
2016/11/05 21:02:09,217673,174899,274235,209901,1529,1625,1759,17
2016/11/05 20:03:51,217640,174490,273878,209756,1529,1624,1759,17
2016/11/05 19:03:43,218089,174274,273395,209643,1529,1623,1759,17
2016/11/05 18:57:37,218086,174149,273315,209455,1528,1623,1758,17
2016/11/05 17:00:34,218378,173743,272804,209456,1528,1622,1758,17
2016/11/05 16:00:14,219258,174962,273274,209496,1528,1617,1758,17
2016/11/05 15:00:43,219588,175194,273121,209352,1528,1616,1756,17
2016/11/05 14:19:08,219353,174159,272238,209136,1527,1615,1753,17
2016/11/05 01:00:23,219871,174646,272223,209043,1527,1614,1753,17
2016/11/05 00:00:19,220400,175000,272172,208935,1527,1613,1753,17
2016/11/04 23:00:14,220768,174731,271675,208952,1527,1612,1753,17
2016/11/04 22:00:56,221195,175001,271559,208960,1527,1612,1753,17
2016/11/04 21:00:44,221853,177379,273064,208810,1526,1613,1752,17
2016/11/04 20:00:18,222295,177000,272515,208806,1526,1613,1752,17
2016/11/04 19:00:40,223195,177832,272458,208836,1526,1610,1752,17
2016/11/04 18:07:06,223170,177000,271316,208293,1526,1606,1745,17
2016/11/04 10:48:07,223438,176635,270817,208173,1525,1606,1745,17
2016/11/04 00:17:49,223888,176555,271557,208053,1525,1605,1745,17
2016/11/03 23:00:42,224702,176366,271178,208640,1525,1605,1745,17
2016/11/03 22:02:32,226464,177188,271754,209399,1525,1611,1745,17
2016/11/03 21:00:22,229272,178250,273028,210171,1524,1617,1753,20
2016/11/03 20:01:19,230688,178779,273108,210565,1524,1619,1752,20
2016/11/03 19:02:53,233743,180380,274331,212088,1524,1628,1749,19
2016/11/03 18:02:39,236000,181229,274959,212333,1524,1636,1747,19
2016/11/03 16:05:10,235480,181563,274445,212273,1523,1633,1745,19
2016/11/03 15:08:34,235991,181871,274000,211777,1522,1631,1743,19
2016/11/03 14:00:53,236519,181604,273487,211674,1522,1630,1743,19
2016/11/03 13:04:15,237817,182663,273683,211553,1522,1630,1743,19
2016/11/03 12:00:03,239494,183305,274019,212254,1522,1630,1739,19
2016/11/03 11:39:30,239852,183052,273474,212116,1521,1630,1739,19
2016/11/03 00:00:22,240482,183171,274308,211978,1521,1638,1739,19
2016/11/02 23:02:53,241926,183065,275382,212255,1521,1644,1739,19
2016/11/02 22:02:58,247640,185251,282466,213739,1521,1664,1737,19
2016/11/02 21:03:09,253433,188119,288777,214931,1521,1679,1737,19
2016/11/02 20:01:57,259120,190474,294014,215753,1520,1692,1736,19
2016/11/02 19:01:57,259458,190411,293801,215590,1520,1697,1735,19
2016/11/02 18:05:43,259760,190422,293919,215314,1520,1703,1735,19
2016/11/02 17:32:42,259889,189788,293419,215176,1520,1703,1735,19
2016/11/02 16:08:30,259913,189809,293419,215084,1520,1703,1735,19
2016/11/02 15:00:41,259952,189802,293116,214396,1520,1695,1744,28
2016/11/02 14:47:57,260110,189370,292371,214058,1519,1695,1742,27
2016/11/02 00:04:45,265427,191714,298468,214523,1518,1706,1739,26
2016/11/01 23:01:26,267244,192921,299447,214792,1519,1714,1739,26
2016/11/01 22:30:30,268097,193508,299904,214376,1517,1720,1734,24
2016/11/01 21:01:03,267317,192608,299074,214376,1517,1719,1734,19
